user_id,blanks,comments,language,cloc,avg_memory,wall_clock,system_time,compiler_version,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
jwang14,6,1,Java,36,0,0.05,0.00,-,0,0,0,0,1,64,0,-,21624,0.05
jyotesh,1,0,C,14,0,0.00,0.00,-,0,0,0,0,127,0,0,7424,1368,0.00
k3shav,10,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,0,0,11264,2644,0.00
kabell,12,8,C++,47,0,0.00,0.00,-,0,0,0,0,0,0,0,10040,2592,0.00
kaleem0002,2,0,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,11296,2484,0.00
kalpjain,0,0,C++,40,-,-,-,-,-,0,-,-,-15,-,-,11120,-,-
kamelzcs,6,10,C++,28,0,0.00,0.00,-,0,0,0,0,136,0,0,11192,2308,0.00
kangbb,9,4,C++,51,0,0.00,0.00,-,0,0,0,0,0,0,0,9104,2612,0.00
kansuke,10,3,Java,22,0,0.07,0.01,-,0,0,0,0,0,64,0,-,24576,0.06
karakayasemi,2,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,10160,2452,0.00
karan173,20,5,Java,215,0,0.04,0.01,-,0,0,0,0,1,64,0,-,21596,0.02
karia21,11,0,C++,31,0,0.00,0.00,-,0,0,0,0,0,0,0,11680,2552,0.00
karlicos,5,0,Java,29,0,0.08,0.00,-,0,0,0,0,0,64,0,-,24900,0.07
karsten,2,0,Java,29,0,0.04,0.01,-,0,0,0,0,1,64,0,-,21408,0.03
kaszubki,9,1,C++,73,0,0.00,0.00,-,0,0,0,0,0,0,0,11216,2632,0.00
katalma,8,7,Java,57,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21408,0.04
katharas,4,0,Python,13,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6456,0.00
katom,7,3,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,10136,2332,0.00
kawasaki,1,0,Python,14,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6396,0.00
kazunetakahashi,7,1,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,11296,2372,0.00
kcvu,8,1,Python,22,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6824,0.00
kenkoooo,6,0,Java,20,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24780,0.06
kenpachi,1,0,Python,9,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6512,0.00
kenta826,15,1,Java,40,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21400,0.04
kertoip93,4,6,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,10088,2480,0.00
ketpdpoe,0,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,8328,2716,0.00
kevinqli,2,0,C++,15,0,0.03,0.02,-,0,0,0,0,0,1328,0,10328,2492,0.00
kibe,2,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,7240,2436,0.00
kicker,9,1,Java,48,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21308,0.03
kietchau,11,13,C++,61,0,0.00,0.00,-,0,0,0,0,134,0,0,10576,2504,0.00
kieutrang,6,3,Java,27,0,0.07,0.00,-,0,0,0,0,0,72,0,-,24676,0.06
killcode,0,0,C,20,0,0.00,0.00,-,0,0,0,0,127,0,0,7440,1340,0.00
killerrex,18,25,Python,27,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6436,0.00
kilotaras,23,4,C++,86,0,0.00,0.00,-,0,0,0,0,0,0,0,10024,2596,0.00
kimiyuki,0,0,C++,23,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
kirik13,6,0,Java,31,0,0.04,0.01,-,0,1,0,0,1,64,0,-,21632,0.03
kit1980,2,0,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6508,0.00
kit9ra,14,0,C++,25,0,0.03,0.02,-,0,0,0,0,0,1328,0,10056,2540,0.00
kittyphon,1,0,C,18,0,0.00,0.00,-,0,0,0,0,127,0,0,7384,1396,0.00
kk1fff,3,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9944,2468,0.00
kkidd,1,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,8,0,10344,2460,0.00
klaasn,6,2,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,9688,2688,0.00
kldp,4,2,Java,34,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21344,0.04
kleninz,7,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,11240,2632,0.00
knight644,1,0,C++,22,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1344,0.00
koensw,7,5,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,9976,2472,0.00
kogyblack,3,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,7320,2356,0.00
kohei0418,12,0,C++,55,0,0.00,0.00,-,0,0,0,0,0,0,0,8440,2608,0.00
komendart,2,0,Python,12,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7220,0.00
konjo,1,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2472,0.00
koray,28,4,Java,113,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
kostka,3,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,10992,2740,0.00
kostyaby,8,0,C++,53,0,0.00,0.00,-,0,0,0,0,0,0,0,10120,2616,0.00
kphmd,12,1,C++,54,0,0.00,0.00,-,0,0,0,0,0,0,0,10528,2628,0.00
krab,15,6,Python,38,0,0.03,0.00,2.7,0,0,0,0,0,8,0,-,19260,0.02
kraskevich,12,0,Java,71,0,0.06,0.00,-,0,0,0,0,0,72,0,-,24084,0.05
krazyduck,5,0,C#,40,0,0.00,0.00,-,0,0,0,0,2,0,0,-,12040,0.00
krienson,3,0,C++,11,0,0.00,0.00,-,0,0,0,0,0,0,0,9984,2620,0.00
krio,13,1,Java,72,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21352,0.04
kris13,23,32,Java,106,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21492,0.04
krishkinn,5,5,Java,28,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21524,0.04
krismaz,18,2,C++,50,0,0.00,0.00,-,0,0,0,0,0,0,0,17432,2644,0.00
krono,15,4,Java,57,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21384,0.04
krotny,5,0,Python,12,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6328,0.00
krox,21,0,C#,77,0,0.01,0.00,-,0,0,0,0,0,8,0,-,14508,0.01
krukovna,9,0,Python,18,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6444,0.00
kshen,7,1,C++,36,0,0.00,0.00,-,0,0,0,0,0,0,0,8608,2684,0.00
ksurana,6,2,C++,75,0,0.00,0.00,-,0,0,0,0,0,0,0,12232,2484,0.00
ktc,7,3,C#,58,0,0.00,0.00,-,0,0,0,0,2,0,0,-,12052,0.00
ktslabbie,11,0,Python,31,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6104,0.00
kubik369,5,9,C++,33,0,0.00,0.00,-,0,0,0,0,0,0,0,10048,2764,0.00
kubs,3,0,C++,33,0,0.00,0.00,-,0,0,0,0,0,0,0,9952,2616,0.00
kubusgol,8,4,Java,113,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21628,0.04
kusano,8,0,Python,45,0,0.01,0.00,2.7,0,0,0,0,0,0,0,-,6584,0.00
kush123,1,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9744,2588,0.00
kusumit,9,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,11768,2576,0.00
kuuso1,15,5,C#,63,0,0.01,0.00,-,0,0,0,0,0,0,0,-,14544,0.01
kwangswei,11,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,8600,2552,0.00
kzyKT,1,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,11288,2544,0.00
laminar,19,5,C#,55,0,0.01,0.00,-,0,0,0,0,2,0,0,-,12064,0.00
lamphanviet,9,1,C++,50,0,0.00,0.00,-,0,0,0,0,0,0,0,10072,2644,0.00
laoriu,7,0,C++,30,-,-,-,-,-,0,-,-,-15,-,-,11464,-,-
larrylan,1,0,C++,12,0,0.00,0.00,-,0,0,0,0,0,0,0,11072,2616,0.00
lasrach,11,15,C++,48,0,0.00,0.00,-,0,0,0,0,0,0,0,8736,2596,0.00
lasse,8,0,C,23,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
laurentr,3,0,Python,17,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6424,0.00
lavenderknight,1,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,1328,0,8504,2692,0.00
layor,2,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,7728,2056,0.00
lazyc97,3,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,12208,2576,0.00
lazykuna,9,2,C++,30,0,0.00,0.00,-,0,0,0,0,255,0,0,10848,2480,0.00
lazzrov,10,0,Java,29,0,0.07,0.01,-,0,0,0,0,0,72,0,-,30188,0.06
lclan,0,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2588,0.00
lee890211,1,0,Java,28,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21708,0.04
leek,7,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9704,2620,0.00
leiothrix,2,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,1328,0,8632,2692,0.00
lemac,1,0,C++,30,0,0.00,0.00,-,0,0,0,0,136,0,0,10336,2352,0.00
lennon310,2,2,C++,32,0,0.00,0.00,-,0,0,0,0,0,944,0,11120,2472,0.00
leo2,18,7,C#,59,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
leonardost,12,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,7216,2368,0.00
lexande,3,1,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6516,0.00
lfdorelli,3,1,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,11072,2612,0.00
liadon,2,2,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,9440,2576,0.00
lichenkoh,1,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,11144,2488,0.00
lidinglong,2,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,9856,2600,0.00
lifecodemohit,3,4,C++,36,0,0.00,0.00,-,0,0,0,0,0,0,0,9520,2680,0.00
lightning95,26,4,Java,106,0,0.05,0.00,-,0,0,0,0,0,64,0,-,23720,0.05
likawind,3,10,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,10712,2484,0.00
lingdian618,0,2,C++,32,0,0.00,0.00,-,0,0,0,0,0,0,0,9360,2412,0.00
linguo,4,1,Python,16,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6364,0.00
linouk23,4,0,C++,45,0,0.00,0.00,-,0,0,0,0,134,0,0,10024,2544,0.00
lintseju,1,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,7256,2260,0.00
linuxrocks123,16,7,C++,76,0,0.01,0.00,-,0,0,0,0,0,0,0,10784,2496,0.01
liorin,7,1,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,7616,2372,0.00
lipsum,22,0,C++,113,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
littlesheep2015,6,0,C++,68,0,0.00,0.00,-,0,0,0,0,0,0,0,10064,2376,0.00
liuxiao,0,3,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6436,0.00
livcurious,1,0,C,33,0,0.00,0.00,-,0,0,0,0,127,0,0,7320,1340,0.00
liyang21,5,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,7736,2312,0.00
liymouse,3,0,C++,36,0,0.00,0.00,-,0,0,0,0,0,1328,0,8632,2736,0.00
lkj,3,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2384,0.00
logitropicity,2,20,Java,2,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
lolilords,3,1,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9744,2480,0.00
loserup,2,0,C++,44,0,0.00,0.00,-,0,0,0,0,0,0,0,10136,2484,0.00
lost3030,15,4,C++,59,0,0.00,0.00,-,0,0,0,0,0,0,0,11456,2692,0.00
lovelotus,5,3,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,8656,2524,0.00
loverszhao,52,8,C++,91,0,0.00,0.00,-,0,0,0,0,0,0,0,10288,2588,0.00
loyolman,3,2,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2620,0.00
lrvine,15,0,C++,34,0,0.00,0.00,-,0,0,0,0,255,0,0,11912,2500,0.00
lschyt,0,0,C++,12,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2376,0.00
lucasale1,0,1,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2332,0.00
lucasmullerm,3,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9496,2608,0.00
lucazagarella,15,0,C#,21,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
luizmramos,8,4,C++,52,-,-,-,-,-,0,-,-,-15,-,-,8680,-,-
lujcmss,11,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,9936,2492,0.00
lunae,0,0,C++,24,0,4.00,0.00,-,0,0,0,0,0,0,0,8072,6440,4.00
lxk,8,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,11152,2488,0.00
lym953,3,0,C++,45,0,0.00,0.00,-,0,0,0,0,0,0,0,8592,2536,0.00
m68funk,11,4,Java,33,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21520,0.03
mIXs,8,0,C++,99,0,0.00,0.00,-,0,0,0,0,0,0,0,7360,2280,0.00
mablung69,9,4,Python,23,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6184,0.00
macieck9,4,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9872,2764,0.00
mackyi,29,2,Java,99,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21620,0.03
madjohn,3,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,10336,2376,0.00
madxmad,14,0,C++,72,0,2.20,0.02,-,0,0,0,0,0,0,0,12168,133568,2.18
maggot092,20,2,C++,191,-,-,-,-,-,2,-,-,-1,-,-,-,-,-
magodiez,20,3,Java,177,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21356,0.03
magula,5,0,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,7472,2420,0.00
maiyatang,0,0,C++,18,0,0.00,0.00,-,0,0,0,0,136,0,0,10160,2380,0.00
maker2807,8,3,C++,46,0,0.00,0.00,-,0,0,0,0,0,0,0,10104,2332,0.00
malvikaa,8,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,8128,2604,0.00
mam1,4,1,Python,13,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6164,0.00
mannes,4,0,Python,20,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6060,0.00
manu4rhyme,10,0,C,56,0,0.00,0.00,-,0,0,0,0,127,0,0,9128,1344,0.00
manuelvsousa,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9920,2480,0.00
manul,4,0,C++,68,0,0.00,0.00,-,0,0,0,0,0,0,0,14928,2708,0.00
marcalla,3,1,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6276,0.00
marcose18,0,0,Java,21,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21440,0.04
mariabv,11,10,C++,89,0,0.00,0.00,-,0,0,0,0,134,0,0,22728,2668,0.00
mariashka,1,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,10064,2332,0.00
marims,12,0,Java,88,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21420,0.04
markopuza,8,1,Java,21,0,0.06,0.00,-,0,0,0,0,0,64,0,-,24032,0.06
marquismark,5,7,Python,12,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6536,0.00
martinezgjuan,9,4,Java,37,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21660,0.04
masafumi,8,0,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,15168,2696,0.00
masterj,31,7,Java,158,0,0.05,0.00,-,0,0,0,0,0,64,0,-,23436,0.05
matejp,3,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,11232,2332,0.00
matheusataidee,6,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9968,2748,0.00
matiash,13,3,C#,53,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
matrixit,10,0,C++,57,0,0.00,0.00,-,0,0,0,0,134,0,0,10376,2468,0.00
matteuan,4,0,Python,35,-,-,-,2.7,-,0,-,-,1,-,-,-,-,-
matthew99,5,0,C++,37,0,0.00,0.00,-,0,0,0,0,136,0,0,8016,2056,0.00
matyusmilan,3,1,Java,52,0,0.05,0.00,-,0,0,0,0,1,64,0,-,21464,0.04
maxor,15,8,C++,50,0,0.00,0.00,-,0,0,0,0,255,0,0,21696,2384,0.00
mayank12559,0,0,Java,24,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21352,0.04
mayy00,3,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2504,0.00
mazy,8,6,C++,82,0,0.00,0.00,-,0,0,0,0,0,0,0,10688,2500,0.00
mbaros,6,5,C++,46,0,0.00,0.00,-,0,0,0,0,0,0,0,10136,2612,0.00
mblumberg,5,0,Python,27,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6152,0.00
mckennar,7,0,Java,20,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24716,0.06
mcprobie7,5,0,Java,20,0,0.07,0.01,-,0,0,0,0,0,72,0,-,29608,0.06
mediocrates,0,0,Python,13,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6116,0.00
megarybanok,7,0,C++,19,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mehdib,17,13,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,7384,2356,0.00
meihualu,-,-,C++,-,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mengsung,4,0,Python,12,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7228,0.00
mentalist,1,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,1328,0,7624,2348,0.00
mertiya,4,0,C++,36,0,0.05,0.02,-,0,0,0,0,0,1328,0,11208,2616,0.02
meta,2,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9488,2564,0.00
mexmans,14,0,C++,96,0,0.92,0.00,-,0,0,0,0,0,0,0,10736,6744,0.92
mgersh,4,0,Python,21,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6148,0.00
mhora,6,2,C++,26,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mhozza,13,4,Python,47,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7200,0.00
michaeljk,18,6,C++,61,0,0.00,0.00,-,0,0,0,0,0,0,0,11136,2576,0.00
michelbl,5,0,Python,14,-,-,-,2.7,-,0,-,-,1,-,-,-,-,-
mihai995,2,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,9888,2372,0.00
mihaild,7,0,Python,46,-,-,-,2.7,-,0,-,-,1,-,-,-,-,-
miketcyue,2,2,C++,25,0,0.00,0.00,-,0,0,0,0,0,1456,0,8744,2600,0.00
mikrosp1,2,1,C++,26,0,0.00,0.00,-,0,0,0,0,0,8,0,10328,2540,0.00
mimikrmvr,2,1,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,11192,2544,0.00
minchurl,0,0,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,8384,2060,0.00
mingcl,2,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,7280,2348,0.00
minkymoodle,3,0,Python,22,0,0.00,0.00,2.7,0,0,0,0,0,8,0,-,6784,0.00
minus9d,8,2,Python,29,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7232,0.00
miran123,1,0,C++,21,0,0.03,0.02,-,0,0,0,0,0,1328,0,11160,2600,0.00
mirceadino,14,0,C++,32,0,0.00,0.00,-,0,0,0,0,0,0,0,10392,2656,0.00
misha100896,3,0,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,11584,2472,0.00
mishraiiit,7,1,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,11240,2500,0.00
mitko501,11,0,C++,23,0,0.00,0.00,-,0,0,0,0,136,0,0,10048,2324,0.00
mitsaras,4,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,7352,2452,0.00
mitslll,5,0,C++,60,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2632,0.00
mkagenius,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2544,0.00
mkoijn,25,2,C++,159,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mkozeny,16,24,Java,60,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21520,0.03
mkrjn99,3,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,11328,2696,0.00
mlwong,9,0,C++,59,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mmaks,1,0,C++,43,0,0.79,0.03,-,0,0,0,0,0,251968,0,11096,2548,0.75
mmossmann,10,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,7608,2256,0.00
mntruell,22,7,Java,166,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
modulo,9,2,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,10000,2328,0.00
modulo1000000007,4,0,C++,24,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1416,0.00
mollitz,3,1,Python,20,-,-,-,2.7,-,0,-,-,-15,-,-,-,-,-
mongodb,1,0,C++,10,0,0.00,0.00,-,0,0,0,0,0,0,0,7208,2424,0.00
mora,9,9,Java,24,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21336,0.03
moranski,13,2,Python,61,0,0.09,0.01,2.7,0,0,0,0,0,0,0,-,26912,0.08
morojenoe,17,0,C++,91,0,0.00,0.00,-,0,0,0,0,0,0,0,11616,2608,0.00
moshiur,13,1,C++,47,0,0.00,0.00,-,0,0,0,0,0,0,0,8520,2628,0.00
moskvanaft,16,1,C++,97,0,0.00,0.00,-,0,0,0,0,1,0,0,14208,2616,0.00
mosterdt,7,1,Python,16,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6112,0.00
motomuman,4,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,11160,2612,0.00
mpol525,19,6,C++,38,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mpomaleski,4,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,9392,2700,0.00
mrdotmoon,10,0,C++,52,0,0.00,0.00,-,0,0,0,0,0,0,0,8880,2676,0.00
mrityunjaypm,3,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,8608,2660,0.00
mrozik,25,3,C++,85,-,-,-,-,-,0,-,-,-15,-,-,42536,-,-
mrthink,11,1,Java,28,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24580,0.06
mruxim,11,4,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,36280,2608,0.00
mrvedsachdeva,6,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,11016,2676,0.00
mrxy56,1,0,C++,19,0,0.00,0.00,-,0,0,0,0,136,0,0,7712,1984,0.00
mshokry10,2,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,9736,2600,0.00
msiro,5,3,C++,72,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
mt01020,1,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,7232,2268,0.00
mth,9,3,Python,39,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6164,0.00
muelleme,17,0,Python,15,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6780,0.00
mugenen,8,1,Python,18,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6496,0.00
muhammadnizami,3,1,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,10000,2480,0.00
mukkee,9,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2508,0.00
muralisc,0,0,Python,13,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7200,0.00
muratekici,17,0,C++,43,0,4.53,0.05,-,0,0,0,0,0,0,0,11112,363068,4.47
muraziz,2,0,Java,20,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24716,0.06
mvana,28,53,C++,121,0,0.00,0.00,-,0,0,0,0,0,0,0,8384,2608,0.00
mvlkaraan,1,0,Java,21,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21568,0.04
my44,2,8,Python,17,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6132,0.00
myez,0,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,7856,2208,0.00
mykene,12,3,Java,58,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21228,0.04
mynameisverylong,2,0,C,20,0,0.00,0.00,-,0,0,0,0,127,0,0,7528,1384,0.00
myp09,3,0,Java,33,0,0.08,0.00,-,0,0,0,0,0,64,0,-,25144,0.08
mzz,0,0,Python,18,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6168,0.00
n0ps13d,3,2,Python,20,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6164,0.00
nabuk,6,4,C#,31,0,0.01,0.00,-,0,0,0,0,2,0,0,-,12052,0.00
nadea,4,0,Java,23,0,0.07,0.01,-,0,0,0,0,0,72,0,-,24000,0.06
nahidshahin,7,2,Java,27,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21480,0.03
naimash,19,1,Java,64,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21576,0.04
nakahara,4,0,Python,13,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7168,0.00
namam3gy,2,0,C++,27,0,4.24,3.06,-,0,0,0,0,0,210944,0,10088,2472,1.18
nanikaka,6,0,Java,41,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21636,0.03
naol,4,0,Python,23,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6588,0.00
naruaway,5,0,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,8632,2744,0.00
neizod,0,0,Python,1,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7224,0.00
nejistar,3,0,C++,50,0,0.68,0.06,-,0,0,0,0,0,186368,0,10024,2740,0.62
nel215,6,0,C++,60,0,0.00,0.00,-,0,0,0,0,0,0,0,27880,2508,0.00
neli,1,3,Java,21,0,0.08,0.01,-,0,0,0,0,0,72,0,-,29944,0.06
nemausus,13,1,C++,116,0,0.00,0.00,-,0,0,0,0,136,0,0,8888,2444,0.00
nemupm,0,0,Python,24,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6596,0.00
neoluc,2,62,C++,56,0,0.00,0.00,-,0,0,0,0,0,0,0,12416,2620,0.00
netkuba,5,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,8344,2536,0.00
netsuso,6,1,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6744,0.00
next,10,2,C++,84,0,0.00,0.00,-,0,0,0,0,0,0,0,10680,2372,0.00
nextstation,2,1,Java,36,0,0.04,0.00,-,0,0,0,0,0,72,0,-,21772,0.04
nexusd,5,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,10056,2368,0.00
nherceg,2,0,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,10976,2460,0.00
